ADM,MEF,01/01/1900 06:30:29,01/01/1900 06:55:43,3
ADM,LOF,01/01/1900 06:30:34,01/01/1900 06:54:16,1
ADM,LOF,01/01/1900 06:30:35,01/01/1900 06:54:16,0
PRE,ADM,01/01/1900 06:10:11,01/01/1900 06:30:35,2
PRE,ADM,01/01/1900 05:54:04,01/01/1900 06:30:38,4
PRE,ADM,01/01/1900 05:54:04,01/01/1900 06:30:39,2
PRE,ADM,01/01/1900 05:54:04,01/01/1900 06:30:41,0
CKT,ADM,01/01/1900 05:54:09,01/01/1900 06:30:44,2
CKT,ADM,01/01/1900 05:54:09,01/01/1900 06:30:46,3
ADM,LOF,01/01/1900 06:30:46,01/01/1900 06:54:16,2
ADM,LOF,01/01/1900 06:30:47,01/01/1900 06:54:16,0
KWT,ADM,01/01/1900 05:53:20,01/01/1900 06:30:52,0
KWT,ADM,01/01/1900 05:53:20,01/01/1900 06:30:53,3
ADM,LOF,01/01/1900 06:30:56,01/01/1900 06:54:16,2
POA,ADM,01/01/1900 05:52:05,01/01/1900 06:30:56,4
POA,ADM,01/01/1900 05:52:05,01/01/1900 06:30:56,3
ADM,LOF,01/01/1900 06:30:56,01/01/1900 06:54:16,1
ADM,LOF,01/01/1900 06:30:59,01/01/1900 06:54:16,2
ADM,LOF,01/01/1900 06:31:00,01/01/1900 06:54:16,4
OLY,ADM,01/01/1900 06:03:51,01/01/1900 06:31:01,3
LAK,ADM,01/01/1900 06:06:59,01/01/1900 06:31:02,2
LAK,ADM,01/01/1900 06:06:59,01/01/1900 06:31:03,3
LAK,ADM,01/01/1900 06:06:59,01/01/1900 06:31:04,3
YAT,ADM,01/01/1900 06:03:28,01/01/1900 06:31:06,2
TAW,ADM,01/01/1900 05:40:21,01/01/1900 06:31:08,1
TAW,ADM,01/01/1900 05:40:21,01/01/1900 06:31:09,3
TAW,ADM,01/01/1900 05:40:21,01/01/1900 06:31:09,4
ADM,JOR,01/01/1900 06:31:10,01/01/1900 06:45:38,3
DIH,ADM,01/01/1900 06:00:33,01/01/1900 06:31:11,0
DIH,ADM,01/01/1900 06:00:33,01/01/1900 06:31:11,2
DIH,ADM,01/01/1900 06:00:33,01/01/1900 06:31:12,2
DIH,ADM,01/01/1900 06:00:33,01/01/1900 06:31:12,3
ADM,JOR,01/01/1900 06:31:13,01/01/1900 06:45:38,4
ADM,JOR,01/01/1900 06:31:15,01/01/1900 06:45:38,3
FOH,ADM,01/01/1900 06:17:16,01/01/1900 06:31:16,0
FOH,ADM,01/01/1900 06:17:16,01/01/1900 06:31:17,2
POA,ADM,01/01/1900 05:55:47,01/01/1900 06:31:20,4
POA,ADM,01/01/1900 05:55:47,01/01/1900 06:31:20,3
POA,ADM,01/01/1900 05:55:47,01/01/1900 06:31:20,2
YAT,ADM,01/01/1900 06:02:12,01/01/1900 06:31:21,2
SWH,ADM,01/01/1900 06:09:40,01/01/1900 06:31:23,3
SWH,ADM,01/01/1900 06:09:40,01/01/1900 06:31:23,3
ADM,JOR,01/01/1900 06:31:23,01/01/1900 06:45:38,0
SWH,ADM,01/01/1900 06:09:40,01/01/1900 06:31:24,2
ADM,JOR,01/01/1900 06:31:26,01/01/1900 06:45:38,0
TSYT,ADM,01/01/1900 06:06:25,01/01/1900 06:31:28,4
TSYT,ADM,01/01/1900 06:06:25,01/01/1900 06:31:28,2
WTS,ADM,01/01/1900 06:04:00,01/01/1900 06:31:29,3
OLY,ADM,01/01/1900 06:04:25,01/01/1900 06:31:30,2
OLY,ADM,01/01/1900 06:04:25,01/01/1900 06:31:31,3
POA,ADM,01/01/1900 06:00:05,01/01/1900 06:31:32,0
POA,ADM,01/01/1900 06:00:05,01/01/1900 06:31:33,0
CHW,ADM,01/01/1900 05:55:51,01/01/1900 06:31:37,2
ADM,TST,01/01/1900 06:31:37,01/01/1900 06:46:31,4
MOK,ADM,01/01/1900 06:03:06,01/01/1900 06:31:40,4
MOK,ADM,01/01/1900 06:03:06,01/01/1900 06:31:41,2
WTS,ADM,01/01/1900 06:08:00,01/01/1900 06:31:42,0
WTS,ADM,01/01/1900 06:08:00,01/01/1900 06:31:43,4
WTS,ADM,01/01/1900 06:08:00,01/01/1900 06:31:44,1
POA,ADM,01/01/1900 05:53:11,01/01/1900 06:31:45,2
POA,ADM,01/01/1900 05:53:11,01/01/1900 06:31:45,4
UNI,ADM,01/01/1900 05:54:25,01/01/1900 06:31:46,3
UNI,ADM,01/01/1900 05:54:25,01/01/1900 06:31:47,2
UNI,ADM,01/01/1900 05:54:25,01/01/1900 06:31:48,0
PRE,ADM,01/01/1900 06:11:26,01/01/1900 06:31:49,2
PRE,ADM,01/01/1900 06:11:26,01/01/1900 06:31:50,3
PRE,ADM,01/01/1900 06:11:26,01/01/1900 06:31:50,0
PRE,ADM,01/01/1900 06:11:26,01/01/1900 06:31:54,3
PRE,ADM,01/01/1900 06:11:26,01/01/1900 06:31:54,2
PRE,ADM,01/01/1900 06:11:26,01/01/1900 06:31:54,2
KOB,ADM,01/01/1900 06:01:27,01/01/1900 06:31:55,2
KOB,ADM,01/01/1900 06:01:27,01/01/1900 06:31:57,1
ADM,KWF,01/01/1900 06:31:57,01/01/1900 07:03:47,1
ADM,KWF,01/01/1900 06:31:57,01/01/1900 07:03:47,0
KOB,ADM,01/01/1900 06:01:27,01/01/1900 06:31:57,2
WTS,ADM,01/01/1900 05:59:44,01/01/1900 06:32:00,3
WTS,ADM,01/01/1900 05:59:44,01/01/1900 06:32:01,3
WTS,ADM,01/01/1900 05:59:44,01/01/1900 06:32:02,2
WTS,ADM,01/01/1900 05:59:44,01/01/1900 06:32:02,3
SSP,ADM,01/01/1900 06:06:34,01/01/1900 06:32:03,3
SSP,ADM,01/01/1900 06:06:34,01/01/1900 06:32:04,2
SSP,ADM,01/01/1900 06:06:34,01/01/1900 06:32:04,2
SSP,ADM,01/01/1900 06:06:34,01/01/1900 06:32:04,2
SSP,ADM,01/01/1900 06:06:34,01/01/1900 06:32:04,0
SSP,ADM,01/01/1900 06:06:34,01/01/1900 06:32:05,3
SKM,ADM,01/01/1900 06:08:35,01/01/1900 06:32:07,3
SKM,ADM,01/01/1900 06:08:35,01/01/1900 06:32:09,3
YMT,ADM,01/01/1900 06:14:14,01/01/1900 06:32:12,1
MOK,ADM,01/01/1900 06:04:23,01/01/1900 06:32:13,4
MOK,ADM,01/01/1900 06:04:23,01/01/1900 06:32:13,2
ADM,TSW,01/01/1900 06:32:13,01/01/1900 07:10:01,0
MOK,ADM,01/01/1900 06:04:23,01/01/1900 06:32:14,0
MOK,ADM,01/01/1900 06:04:23,01/01/1900 06:32:14,1
MOK,ADM,01/01/1900 06:04:23,01/01/1900 06:32:14,3
MOK,ADM,01/01/1900 06:04:23,01/01/1900 06:32:15,3
WTS,ADM,01/01/1900 05:56:59,01/01/1900 06:32:17,1
ADM,TSW,01/01/1900 06:32:17,01/01/1900 07:10:01,0
WTS,ADM,01/01/1900 05:56:59,01/01/1900 06:32:20,2
MEF,ADM,01/01/1900 06:02:38,01/01/1900 06:32:22,3
MEF,ADM,01/01/1900 06:02:38,01/01/1900 06:32:23,3
SSP,ADM,01/01/1900 06:11:22,01/01/1900 06:32:26,1
SSP,ADM,01/01/1900 06:11:22,01/01/1900 06:32:27,0
TAP,ADM,01/01/1900 05:43:39,01/01/1900 06:32:30,3
JOR,ADM,01/01/1900 06:14:16,01/01/1900 06:32:32,0
ADM,TSW,01/01/1900 06:32:33,01/01/1900 07:10:01,1
TWH,ADM,01/01/1900 05:55:08,01/01/1900 06:32:34,4
TSYT,ADM,01/01/1900 06:00:49,01/01/1900 06:32:36,3
TSYT,ADM,01/01/1900 06:00:49,01/01/1900 06:32:36,3
WTS,ADM,01/01/1900 06:10:09,01/01/1900 06:32:38,3
WTS,ADM,01/01/1900 06:10:09,01/01/1900 06:32:38,2
DIH,ADM,01/01/1900 06:03:23,01/01/1900 06:32:41,0
TAK,ADM,01/01/1900 06:06:23,01/01/1900 06:32:43,3
TAK,ADM,01/01/1900 06:06:23,01/01/1900 06:32:45,4
SKM,ADM,01/01/1900 06:11:15,01/01/1900 06:32:46,0
SKM,ADM,01/01/1900 06:11:15,01/01/1900 06:32:46,3
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:48,1
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:49,1
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:49,3
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:50,0
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:51,4
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:53,0
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:54,0
SKW,ADM,01/01/1900 06:07:20,01/01/1900 06:32:55,4
CHW,ADM,01/01/1900 06:05:51,01/01/1900 06:32:58,3
CHW,ADM,01/01/1900 06:05:51,01/01/1900 06:33:01,0
CHW,ADM,01/01/1900 06:05:51,01/01/1900 06:33:01,3
TAK,ADM,01/01/1900 06:11:38,01/01/1900 06:33:03,3
CSW,ADM,01/01/1900 06:13:21,01/01/1900 06:33:08,2
CSW,ADM,01/01/1900 06:13:21,01/01/1900 06:33:08,1
WTS,ADM,01/01/1900 06:05:43,01/01/1900 06:33:09,3
WTS,ADM,01/01/1900 06:05:43,01/01/1900 06:33:10,2
WTS,ADM,01/01/1900 06:05:43,01/01/1900 06:33:10,3
